
28.3 |       417.4	     106.7	      19.8	       2.3	       0.1	       0.0	       0.0	       0.0	       0.0	       0.0	
28.4 |       480.1	     129.9	      26.3	       3.5	       0.2	       0.0	       0.0	       0.0	       0.0	       0.0	
28.5 |       548.8	     156.5	      34.3	       5.1	       0.4	       0.0	       0.0	       0.0	       0.0	       0.0	
28.6 |       623.9	     186.6	      44.0	       7.2	       0.7	       0.0	       0.0	       0.0	       0.0	       0.0	
28.7 |       705.5	     220.6	      55.6	      10.1	       1.2	       0.1	       0.0	       0.0	       0.0	       0.0	
28.8 |       794.1	     258.5	      69.3	      13.8	       1.8	       0.1	       0.0	       0.0	       0.0	       0.0	
28.9 |       889.9	     300.7	      85.3	      18.5	       2.7	       0.2	       0.0	       0.0	       0.0	       0.0	
29.0 |       993.4	     347.3	     103.8	      24.3	       4.0	       0.4	       0.0	       0.0	       0.0	       0.0	
29.1 |      1104.8	     398.5	     124.9	      31.4	       5.7	       0.7	       0.0	       0.0	       0.0	       0.0	
29.2 |      1224.7	     454.6	     148.8	      39.9	       8.0	       1.0	       0.1	       0.0	       0.0	       0.0	
29.3 |      1353.5	     515.8	     175.8	      50.0	      10.9	       1.6	       0.1	       0.0	       0.0	       0.0	
29.4 |      1491.7	     582.4	     205.9	      61.8	      14.5	       2.4	       0.2	       0.0	       0.0	       0.0	
29.5 |      1639.8	     654.5	     239.4	      75.5	      19.1	       3.5	       0.4	       0.0	       0.0	       0.0	
29.6 |      1798.4	     732.6	     276.3	      91.3	      24.7	       5.0	       0.7	       0.1	       0.0	       0.0	
29.7 |      1968.3	     816.9	     317.0	     109.2	      31.4	       6.9	       1.1	       0.1	       0.0	       0.0	
29.8 |      2150.0	     907.7	     361.6	     129.5	      39.3	       9.4	       1.6	       0.2	       0.0	       0.0	
29.9 |      2344.3	    1005.5	     410.2	     152.2	      48.6	      12.5	       2.4	       0.3	       0.0	       0.0	
