               6        6.5          7        7.5          8        8.5          9        9.5         10       10.5         11       11.5         12       12.5         13       13.5         14       14.5         15       15.5

31.950 |   1486.953   1058.550    756.918    542.689    386.218    276.967    198.115    141.085     99.824     70.020     48.570     33.228     22.350     14.731      9.476      5.923      3.580      2.080      1.154      0.607  |   5159.039
32.000 |   1526.774   1087.914    778.772    559.083    398.493    286.288    205.222    146.517    103.978     73.192     50.982     35.049     23.712     15.734     10.202      6.437      3.933      2.314      1.303      0.698  |   5316.598
32.050 |   1583.477   1129.345    809.293    581.726    415.245    298.846    214.668    153.636    109.345     77.232     54.013     37.309     25.381     16.952     11.076      7.051      4.353      2.593      1.481      0.806  |   5533.828
32.100 |   1642.136   1172.212    840.879    605.164    432.590    311.854    224.457    161.019    114.918     81.433     57.170     39.669     27.130     18.233     12.001      7.705      4.805      2.895      1.677      0.927  |   5758.873
32.150 |   1702.818   1216.565    873.566    629.424    450.549    325.327    234.602    168.677    120.703     85.801     60.459     42.132     28.962     19.581     12.978      8.401      5.289      3.223      1.890      1.061  |   5992.008
32.200 |   1765.594   1262.457    907.394    654.537    469.144    339.282    245.116    176.617    126.708     90.340     63.882     44.703     30.879     20.996     14.009      9.140      5.807      3.576      2.124      1.209  |   6233.514
32.250 |   1830.539   1309.943    942.402    680.531    488.397    353.736    256.009    184.850    132.939     95.055     67.444     47.383     32.883     22.482     15.097      9.923      6.360      3.957      2.378      1.373  |   6483.683
32.300 |   1897.728   1359.078    978.633    707.439    508.331    368.707    267.297    193.386    139.404     99.954     71.150     50.177     34.978     24.040     16.242     10.753      6.949      4.366      2.654      1.552  |   6742.818
32.350 |   1967.240   1409.920   1016.130    735.293    528.971    384.212    278.993    202.236    146.112    105.041     75.004     53.088     37.166     25.671     17.446     11.629      7.576      4.804      2.952      1.749  |   7011.234
32.400 |   2039.156   1462.530   1054.938    764.126    550.341    400.270    291.111    211.409    153.071    110.323     79.011     56.120     39.450     27.380     18.712     12.555      8.242      5.273      3.274      1.963  |   7289.255
32.450 |   2113.560   1516.970   1095.103    793.973    572.468    416.902    303.666    220.918    160.288    115.807     83.175     59.276     41.832     29.167     20.041     13.531      8.948      5.774      3.621      2.196  |   7577.219
32.500 |   2190.540   1573.306   1136.674    824.871    595.380    434.128    316.674    230.774    167.774    121.499     87.503     62.561     44.317     31.035     21.434     14.559      9.695      6.308      3.993      2.449  |   7875.474
32.550 |   2270.187   1631.602   1179.700    856.857    619.103    451.969    330.151    240.989    175.537    127.406     91.999     65.979     46.906     32.987     22.895     15.640     10.486      6.875      4.392      2.722  |   8184.383
32.600 |   2352.593   1691.930   1224.234    889.970    643.666    470.447    344.113    251.577    183.587    133.537     96.670     69.533     49.604     35.025     24.424     16.777     11.320      7.478      4.819      3.017  |   8504.320
