#"evolving fesc"
#z
18.7	0.0229048	0.00646418	0.0615318
18.6	0.023436	0.00661406	0.0629591
18.5	0.0239823	0.00676822	0.064427
18.4	0.0245442	0.00692678	0.0659369
18.3	0.0251224	0.00708991	0.0674902
18.2	0.0257172	0.00725775	0.0690885
18.1	0.0263293	0.00743047	0.0707333
18	0.0269593	0.00760825	0.0724262
17.9	0.0276079	0.00779124	0.0741688
17.8	0.0282755	0.00797964	0.0759628
17.7	0.0289631	0.00817364	0.0778102
17.6	0.0296711	0.00837343	0.0797128
17.5	0.0304004	0.00857921	0.0816725
17.4	0.0311517	0.00879121	0.0836913
17.3	0.0319259	0.00900965	0.0857714
17.2	0.0327236	0.00923475	0.0879151
17.1	0.0335459	0.00946676	0.0901245
17	0.0343935	0.00970593	0.0924021
16.9	0.0352675	0.00995252	0.0947505
16.8	0.0361687	0.0102068	0.0971721
16.7	0.0370982	0.0104691	0.0996698
16.6	0.038057	0.0107396	0.102246
16.5	0.0390463	0.0110188	0.104905
16.4	0.0400672	0.0113068	0.107648
16.3	0.0411209	0.0116041	0.110479
16.2	0.0422087	0.0119111	0.113402
16.1	0.0433318	0.012228	0.11642
16	0.0444916	0.0125552	0.119537
15.9	0.0456896	0.0128932	0.122756
15.8	0.0469272	0.0132424	0.126081
15.7	0.048206	0.0136032	0.129518
15.6	0.0495276	0.0139762	0.133069
15.5	0.0508938	0.0143616	0.13674
15.4	0.0523063	0.0147602	0.140536
15.3	0.0537669	0.0151723	0.144461
15.2	0.0552777	0.0155986	0.148521
15.1	0.0568407	0.0160396	0.152721
15	0.058458	0.0164959	0.157067
14.9	0.0601319	0.0169682	0.161565
14.8	0.0618647	0.0174571	0.166221
14.7	0.0636589	0.0179633	0.171042
14.6	0.065517	0.0184876	0.176036
14.5	0.0674419	0.0190307	0.181208
14.4	0.0694363	0.0195934	0.186567
14.3	0.0715032	0.0201766	0.192121
14.2	0.0736457	0.0207811	0.197879
14.1	0.0758672	0.0214079	0.203848
14	0.0781711	0.0220579	0.210039
13.9	0.080561	0.0227322	0.216462
13.8	0.0830408	0.0234319	0.223125
13.7	0.0856145	0.0241581	0.230041
13.6	0.0882863	0.0249119	0.237221
13.5	0.0910606	0.0256947	0.244676
13.4	0.0939422	0.0265077	0.25242
13.3	0.096936	0.0273524	0.260465
13.2	0.100047	0.0282302	0.268825
13.1	0.103281	0.0291426	0.277515
13	0.106644	0.0300913	0.286551
12.9	0.110141	0.0310781	0.295949
12.8	0.113779	0.0321046	0.305726
12.7	0.117566	0.0331729	0.315901
12.6	0.121507	0.0342849	0.326492
12.5	0.125611	0.0354428	0.33752
12.4	0.129885	0.0366489	0.349007
12.3	0.134339	0.0379054	0.360974
12.2	0.138981	0.039215	0.373447
12.1	0.143819	0.0405803	0.38645
12	0.148866	0.042004	0.40001
11.9	0.15413	0.0434893	0.414156
11.8	0.159623	0.0450393	0.428918
11.7	0.165358	0.0466572	0.444328
11.6	0.171346	0.0483467	0.460419
11.5	0.177601	0.0501116	0.477227
11.4	0.184138	0.0519558	0.494791
11.3	0.19097	0.0538836	0.513151
11.2	0.198115	0.0558994	0.53235
11.1	0.205589	0.0580082	0.552434
11	0.21341	0.0602149	0.573451
10.9	0.221598	0.0625251	0.595452
10.8	0.230173	0.0649445	0.618493
10.7	0.239156	0.0674791	0.642633
10.6	0.248572	0.0701357	0.667933
10.5	0.258444	0.0729211	0.69446
10.4	0.268799	0.0758429	0.722285
10.3	0.279666	0.0789089	0.751483
10.2	0.291074	0.0821277	0.782136
10.1	0.303055	0.0855083	0.81433
10		0.315645	0.0890604	0.848157
9.9		0.328879	0.0927944	0.883716
9.8		0.342797	0.0967214	0.921113
9.7		0.357441	0.100853	0.960459
9.6		0.372856	0.105203	1.00188
9.5		0.389091	0.109784	x
9.4		0.406197	0.11461		x
9.3		0.424231	0.119699	x
9.2		0.443253	0.125066	x
9.1		0.463326	0.13073		x
9		0.484521	0.136711	x
8.9		0.506912	0.143029	x
8.8		0.530579	0.149707	x
8.7		0.555609	0.15677		x
8.6		0.582097	0.164244	x
8.5		0.610143	0.172158	x
8.4		0.639856	0.180543	x
8.3		0.671355	0.189431	x
8.2		0.704769	0.19886		x
8.1		0.740235	0.208868	x
8		0.777905	0.219498	x
7.9		0.817941	0.230797	x
7.8		0.860522	0.242813	x
7.7		0.905841	0.255602	x
7.6		0.954107	0.269223	x
7.5		1.00555		0.283741	x
7.4		x			0.299227	x
7.3		x			0.315756	x
7.2		x			0.333414	x
7.1		x			0.352292	x
7		x			0.372491	x
6.9		x			0.394122	x
6.8		x			0.417306	x
6.7		x			0.442176	x
6.6		x			0.468879	x
6.5		x			0.497576	x
6.4		x			0.528446	x
6.3		x			0.561685	x
6.2		x			0.597511	x
6.1		x			0.636164	x
6		x			0.677912	x
5.9		x			0.723051	x
5.8		x			0.77191		x
5.7		x			0.824857	x
5.6		x			0.8823		x
5.5		x			0.944697	x
5.4		x			1.01256		x
