#"redshift 6-7.5"			"redshift 7.5-8.5"			"redshift 8.54-10.1"			"redshift 10-14"
#f070w-f090w	f090w-f115w		f090w-f115w	f115w-f150w		Y-J	J-H		f115w-f150w	f150w-f200w		"y axis"	"x axis"
4.943	7.686		11.314	2.712		14.833	4.3049		43.183	14.285
4.877	3.954		9.527	2.512		12.584	2.201		26.53	2.123
4.92	3.979		9.59	2.512		12.688	2.241		27.344	2.242
4.634	3.8720		9.327	2.514		12.267	2.084		22.881	1.815
4.803	7.332		11.169	2.6789		14.71	4.0419		40.311	14.131
5.156	7.878		11.425	2.746		15.012	4.496		45.224	14.372
4.989	4.058		9.719	2.513		12.87	2.310		28.587	2.481
5.289	4.701		10.179	2.565		14.0	2.687		32.328	4.139
4.31	3.812		9.108	2.532		11.988	1.976		20.271	1.555
4.698	3.892		9.37	2.5119		12.331	2.108		23.637	1.879
4.113	3.797		8.955	2.562		11.83	1.916		19.372	1.406
5.341	5.194		10.463	2.616		14.509	2.991		32.767	8.101
4.484	3.834		9.229	2.518		12.135	2.032		21.447	1.692
3.511	3.817		8.466	2.623		11.488	1.797		16.02	1.066
5.166	6.137		10.913	2.633		14.716	3.534		34.466	13.643
4.726	3.900		9.39	2.512		12.359	2.1179		24.037	1.904
5.342	5.234		10.493	2.616		14.539	3.018		32.621	8.617
4.077	3.7950		8.925	2.568		11.801	1.904		19.233	1.377
5.233	4.445		10.035	2.545		13.606	2.551		31.189	3.507
5.285	5.742		10.781	2.621		14.738	3.339		32.395	12.904
5.341	5.209		10.474	2.6150		14.52	3.0		32.704	8.299
3.414	3.822		8.39	2.618		11.382	1.77		15.428	1.034
5.2429	4.475		10.055	2.548		13.658	2.569		31.341	3.564
4.807	7.294		11.159	2.676		14.705	4.021		40.097	14.12
4.66	3.882		9.344	2.513		12.29	2.092		23.182	1.835
3.839	3.7919		8.729	2.6240		11.659	1.852		18.457	1.254
3.779	3.794		8.668	2.642		11.621	1.836		18.11	1.213
4.9019	6.893		11.066	2.658		14.69	3.834		37.919	14.012
3.283	3.808		8.276	2.622		11.115	1.7339		14.592	0.970
4.819	7.194		11.134	2.67		14.701	3.9689		39.49	14.093
3.707	3.796		8.614	2.637		11.577	1.825		17.517	1.167
5.027	4.0999		9.7780	2.517		12.974	2.35		29.097	2.6029
5.082	4.16		9.8360	2.523		13.095	2.393		29.606	2.759
5.23	5.947		10.855	2.628		14.726	3.441		33.396	13.397
5.338	5.02		10.352	2.603		14.37	2.884		33.152	6.114
5.494	8.044		11.545	2.789		15.246	4.76		47.306	14.487
4.8880	3.96		9.542	2.513		12.609	2.211		26.726	2.152
5.306	5.64		10.737	2.619		14.728	3.281		32.029	12.508
6.0	8.198		11.67	2.849		15.503	5.149		49.408	14.721
5.085	4.164		9.839	2.523		13.101	2.395		29.632	2.768
5.31	4.806		10.236	2.577		14.146	2.752		32.742	4.5819
5.31	4.824		10.245	2.577		14.161	2.761		32.786	4.674
5.198	4.343		9.971	2.537		13.427	2.5		30.722	3.273
4.811	7.262		11.15	2.674		14.702	4.0		39.911	14.111
5.322	4.903		10.286	2.587		14.252	2.809		33.017	5.144
5.333	5.384		10.598	2.613		14.628	3.111		32.049	10.459
3.273	3.808		8.266	2.625		11.083	1.731		14.53	0.96594
5.181	4.31		9.949	2.532		13.365	2.48		30.547	3.179
3.74	3.795		8.639	2.639		11.596	1.831		17.794	1.189
4.245	3.803		9.0610	2.5389		11.934	1.956		19.94	1.502
4.805	7.325		11.168	2.679		14.713	4.039		40.276	14.131
4.41	3.824		9.18	2.522		12.072	2.0		20.893	1.6360
3.395	3.82		8.374	2.621		11.355	1.766		15.304	1.0250
4.5089	3.843		9.245	2.516		12.155	2.037		21.665	1.706
5.3270	5.475		10.651	2.617		14.673	3.171		31.876	11.381
5.703	8.113		11.6	2.816		15.357	4.921		48.226	14.578
4.917	3.978		9.587	2.511		12.683	2.237		27.315	2.235
3.27	3.8079		8.264	2.626		11.072	1.733		14.511	0.97104
5.324	5.510		10.673	2.615		14.688	3.1960		31.874	11.659
3.418	3.821		8.392	2.619		11.385	1.771		15.45	1.035
4.892	3.965		9.5490	2.514		12.621	2.215		26.829	2.162
5.13	4.22		9.886	2.526		13.205	2.431		30.026	2.924
3.61	3.804		8.541	2.628		11.527	1.807		16.719	1.103
3.557	3.81		8.5	2.624		11.504	1.802		16.327	1.08
4.077	3.796		8.925	2.569		11.803	1.907		19.236	1.382
3.349	3.819		8.335	2.62		11.281	1.754		15.0	1.0
5.319	5.557		10.698	2.618		14.705	3.226		31.899	12.0
4.229	3.801		9.0490	2.541		11.921	1.95		19.868	1.489
5.066	4.141		9.822	2.522		13.062	2.384		29.473	2.716
4.281	3.804		9.087	2.534		11.962	1.964		20.118	1.527
4.596	3.861		9.302	2.512		12.232	2.068		22.493	1.778
4.86	7.56		11.255	2.697		14.767	4.2		42.01	14.222
4.893	6.921		11.073	2.658		14.691	3.845		38.067	14.02
5.342	5.193		10.463	2.616		14.508	2.992		32.768	8.0999
4.829	3.936		9.475	2.512		12.493	2.1670		25.655	2.032
5.3379	7.98		11.496	2.772		15.146	4.643		46.467	14.433
4.934	3.990		9.616	2.514		12.719	2.251		27.618	2.292
5.44	8.021		11.526	2.785		15.206	4.718		47.015	14.467
3.309	3.814		8.299	2.621		11.192	1.742		14.752	0.9830
5.342	5.081		10.388	2.611		14.424	2.923		33.074	6.77
5.336	5.344		10.57	2.615		14.609	3.085		32.166	10.02
3.888	3.7920		8.7670	2.613		11.682	1.862		18.645	1.277
5.017	6.568		11.0	2.646		14.698	3.705		36.427	13.893
4.81	7.275		11.154	2.675		14.703	4.01		40	14.114
3.338	3.818		8.326	2.622		11.257	1.752		14.929	1
5.186	7.897		11.439	2.751		15.033	4.524		45.453	14.38
5.062	4.136		9.818	2.521		13.053	2.381		29.438	2.703
4.805	7.339		11.173	2.679		14.713	4.048		40.365	14.136
4.192	3.799		9.018	2.548		11.89	1.938		19.691	1.462
5.322	5.514		10.674	2.615		14.687	3.198		31.853	11.711
4.861	3.949		9.508	2.511		12.549	2.188		26.243	2.0890
5.698	8.114		11.6	2.817		15.358	4.919		48.216	14.578
